id,dPC
390,-1.08140645807873
421,-0.0774928770250107
428,-3.26581527078437
430,-3.71917925203682
431,-1.72603029190351
435,-0.881457641865224
439,-2.31123468957863
448,-1.35751997984484
451,-2.55073199058954
452,-2.70435293832272
457,-1.38959448423191
459,-1.90909141171276
468,-1.71852921966078
469,-1.71928404661189
471,-3.0271572655272
475,-1.1847445354679
478,-0.781418963981855
479,-1.22039264957337
481,-1.95320111908165
484,-0.873629513050343
488,-2.16958231966151
498,-1.31988105232376
500,-2.36579845070135
502,-2.81689453513786
505,-4.6867380422021
508,-3.06551453861917
526,-0.811251573858938
535,-0.172221220401888
540,-0.219570271315796
547,-0.885573781068049
550,0.525166078850344
555,0.270639175071148
556,-0.0940728580354218
558,-0.571455056207976
568,-0.577866125258225
571,-0.387446583280024
572,-0.442986957387384
575,-0.768838346334192
584,-0.970629055679272
587,-1.65335789064476
592,-1.80923997437405
604,-1.8413007218696
605,-2.33296599892333
608,-0.65895133775092
621,-2.97610319966638
622,-1.96934990973029
631,-2.24177272523659
632,-2.27669612727077
634,-1.73262817258953
641,-2.27749913202934
643,-1.3183900202059
645,-2.3041214895969
647,-4.20197175039429
648,-4.57381767187818
649,-3.90960697923041
656,-1.83223737485791
668,-1.05126679823159
672,-1.01349746268307
679,-1.21647287271575
681,0.0167009482990417
683,-2.20722968323518
686,-2.19163760779406
689,-1.51233418107938
704,0.0609176741838794
724,-0.35594698429861
738,-0.795301510627462
755,-0.668289425684388
756,-0.797521348851443
768,-2.11365976604629
776,-2.20124058011103
781,-0.569501348045521
784,-0.039462305250466
795,0.859315062647374
796,0.535870093327837
805,-0.0804575752795459
812,-0.0466406727840292
813,0.255700573566752
828,0.229818408765261
839,-0.159059437575166
855,-0.729681651007424
856,-0.404728722262733
880,0.569615794433902
896,0.415194006291708
905,-0.409662933188781
907,-0.412131487824077
911,0.0522194076068827
912,-1.00395357943363
920,-1.59502839015306
924,-0.599638772521064
926,-0.739123967312339
938,-0.475101300556266
946,0.0742183661162585
968,0.139244505436744
976,0.365989942399863
989,0.441972161137227
990,-0.793288394142539
991,-1.5870735017862
1003,-0.634411735340513
1011,-1.79997353386915
1012,0.565682986126187
1019,-0.858618834465123
1024,-1.20103400102404
1033,-3.51396242271769
1061,-2.67580516704231
1063,-1.13166746296041
1064,-0.870331812023677
1066,0.14298666728635
1069,-1.00226338946464
1073,-2.28059584641255
1080,-2.16754624180923
1081,-0.898383214875563
1085,-0.82894658161422
1086,-2.3348019628202
1090,1.04369883302604
1094,-1.79221176056842
1102,-2.38446006123889
1104,-1.01085820652221
1108,-1.76029620090904
1112,-0.374053250247115
1113,-1.03165399649575
