id,dPC
7,-1.73049396122883
122,1.28257829930586
271,-0.969425907605175
358,-0.394772480419276
377,-0.858075228601285
382,-0.53639007038042
384,-0.813064070678075
391,-2.31196295586229
403,-0.0463404105275979
421,-0.480271511164097
423,-0.129554428812767
428,-0.01597498990001
430,-1.0553714106944
431,0.675529407302757
435,1.25207344213325
439,-0.0788753138853061
448,-1.10443667266603
451,-1.36999703569108
459,-0.34673528831719
468,0.101281744134729
469,0.128781024766829
475,-0.984178829474958
478,-0.767553017870679
479,-1.02411522407717
481,-1.23768147112505
484,-1.24042031117409
488,-1.17786805833967
497,-0.848763968364427
498,-0.559503008803669
500,-0.389225240935775
502,-0.507368987141357
505,-1.33719675371659
508,-0.5150505657673
526,0.513409532645351
529,0.395633459451347
547,-0.78180459157713
550,-1.20841365187644
555,-0.582692970874818
558,-1.33956512962318
571,-0.203377831123998
572,-0.214519688046136
575,-1.1784630295076
580,-2.62067929993343
584,-0.534625584731888
587,-0.805378951525113
592,-1.16219337648118
602,-1.21284839719411
605,-1.06724932733624
608,-0.394885533787964
614,-1.33826206550365
622,-0.612213006529279
628,-0.714384657982644
631,-0.323064288808062
632,-1.72226891334161
634,-1.82323543780886
643,-0.857741405105791
645,-0.963110657228962
647,-0.12439221599551
648,-0.04998233626212
649,-1.40996000621177
654,-0.603025757910114
656,-0.200548856156577
668,-1.32550571709231
672,-1.12452913544495
678,-0.147601147055999
679,0.104642043506515
681,-0.257923709997685
683,-0.553130257509229
686,-0.820560832063362
699,-1.08465110730729
704,-0.472905757189305
721,-0.302306845974478
724,-0.419137562184928
738,-0.0989275870761687
740,-2.05226941515635
744,-0.584739409637891
755,-0.581017056903407
756,-0.607733291445437
767,0.0334603727432567
768,-0.415005637413164
774,-0.291770768236053
776,-0.429381513436297
784,-0.981621419014612
795,-0.710377472559864
796,-0.485636941460428
805,-0.712712829782224
806,-0.941699967806938
812,-0.462023254853229
813,-0.379400130821595
828,0.0361094469972044
839,0.169195936313209
846,-0.108915155077095
848,-0.651932858095203
850,-0.0871540284149613
854,-1.42229909187711
855,0.149308446059193
856,-0.0644889010714092
859,1.63972855097337
866,-0.518053365857646
883,-1.1024797503041
887,-0.64180871518084
890,-0.140062188001494
893,-1.00669983578718
896,-0.816581464445381
898,-0.629268804459161
901,-0.119866305705782
902,-0.727741630608576
905,-0.625298072126452
907,-0.698420695460726
908,0.0770453708212758
910,-0.517965619840061
912,-0.644307961937212
920,-0.165431717584206
926,-0.794954842137534
938,-0.0129408284371641
946,-0.261546313679704
968,0.107481065393924
976,-0.439706765501905
989,-0.299080661071772
991,0.0868190589576178
1003,-1.38005194837938
1019,-1.17094100252489
1033,-1.15585844928284
1061,-0.903941514314203
1063,-0.703642046724833
1064,-0.2417422282006
1066,-0.593991757178693
1069,0.163804806207698
1081,-0.522138372577843
1087,-1.26298221824013
1088,-2.34787066582357
1090,-1.12809441727345
1100,-0.698210365365128
1101,-0.907868872029656
1102,-0.668175949600501
1108,-1.07589485407173
1110,-0.106650529335872
1112,-0.799750501043454
1113,-1.49330597814855
1114,-0.509716317639186
1117,-0.861225134657441
1122,-0.447945911063495
1127,0.134766568406085
1157,-0.581743580783201
1162,-0.0994857151867955
1172,-1.29181606436563
1173,-0.496326508977994
1192,-0.223556864219525
1196,0.676855469183852
1200,-0.303647924363796
1202,0.314892425553906
1204,-0.462350579581687
1216,-1.41354824638364
1230,0.0022063072657722
1231,-0.514409566552206
1239,-0.785823179760946
1244,-0.868116618202641
1258,-0.742490390076986
1260,-0.298227156039812
1263,-1.60226351367041
1272,-0.449218828532297
1283,-0.120519659787674
1287,-0.976825890839053
1315,-0.107885420077308
1354,-0.195330161041472
1387,0.574886873542647
1434,-0.183054476654619
1493,-0.00055221715326257
1498,0.656029441527956
1506,-0.765998824953513
1515,0.57044144254433
1516,0.841018056772525
1522,0.112776839367844
1525,0.77048040406705
1543,-0.794245217269244
1544,0.107258143621953
1546,0.506269050748297
1556,-0.153617209837152
1566,2.22469136572861
1568,0.783882237420807
1569,0.133007360227364
1578,0.729938532334647
1580,0.294528340170866
1605,-0.177882443684329
1612,-0.371994105337756
1616,-0.439075610158728
1619,0.0240020820038975
1622,-0.119250665530374
1626,-0.00775850418358223
1633,-0.139086906792549
1637,-0.341077339677626
1639,0.478178806914391
1648,0.406992991742232
1651,-0.169372949458129
1655,0.534408751878866
1656,-0.0465886544398572
1686,-0.490716768404423
1701,-0.754547231097991
1705,-0.187309940231308
1724,-0.786784021584951
1741,1.62555623739718
1764,0.221310161414615
1765,-0.335799833334661
1768,0.86473035887598
1769,1.65884253098288
1771,-0.227782089422036
1784,-0.460206806966808
1785,-0.360768393513992
1793,1.34523423538073
1794,0.261185047317527
1804,-1.03207637423656
1808,-0.201794335065597
1832,-0.139569384312268
1835,0.0116777172207836
1845,-0.863993788515905
1856,-1.33894205014828
1857,-1.02199655252241
1886,-0.498235262825204
1887,-0.34049894325127
1909,-0.6339780618639
1914,-0.252481108053001
2192,0.116984493254205
2332,2.00202599644453
2358,-0.353041786421843
2360,0.777739812811903
2399,-0.353132437273949
2916,0.446427543494191
2988,-1.19605683447491
3020,-1.91336054265303
3021,-1.19465308662315
3027,0.00498749229538924
3044,-0.458036203813837
3048,-0.199277077896818
3053,-0.606700349201823
3060,-0.654293880599713
3105,-0.0193686000892792
3121,-0.0738386697730088
3122,-1.238500751145
3130,-0.0449482495830976
3133,-0.404430726223156
3134,-0.216258986166657
3135,-0.595018096949522
3148,-0.797439603945168
3151,0.644613476440385
3153,0.319958391985062
3160,0.894601481893811
3161,0.305929210212668
3205,-0.530924008093437
3206,-0.604062426869377
3210,-0.379971870330488
3211,-0.249060850513263
3212,0.194470451423486
3218,-0.111039271811008
3223,-0.530330322297254
3227,-0.733790369919294
3238,-0.199621234301665
3240,-0.715427852026264
3241,-0.178031255919756
3243,-0.0756067755511379
3250,1.68681729117793
3251,-1.84551756654808
3253,0.596267299070995
3254,-0.565455800359574
3258,-1.16138901920308
3261,-0.713911845484343
3263,-1.1952082710623
3264,-0.825662801502572
3272,-1.50544247163902
3273,-0.865951336418061
3275,-0.54961169015364
3276,-0.0950893967810342
3279,-0.641094698130826
3281,-0.36094445818318
3290,-0.0635443556602246
3291,-0.973095783881735
3308,0.520768663056595
3321,-0.694647887882625
3328,-0.275206155559919
3329,-0.585085218428614
3332,0.00950442551502051
3337,-0.585115315942234
3342,-0.154858594419099
3343,-0.230042462083293
3354,0.125143852041781
3381,-0.451588935947677
3390,1.17984667559241
3393,0.545806339146718
3398,-0.583678162681774
3402,-0.286464075256174
3416,-0.34028209809899
3423,-0.29965834068205
3431,0.208804336560342
3461,-0.364773204706067
3512,-0.599666298109072
3566,-0.319756556595781
3605,-1.35180561938897
3664,-0.374183673319872
3676,-0.789491767185236
3680,0.120089387256134
3687,0.770855548963166
3698,-0.247915251162975
3720,1.41645224721568
3770,0.603315094962588
3781,0.521991956245642
3806,-1.13639410748942
3808,-0.684659933118269
3818,0.910364091516974
3853,-0.301801492760406
3865,0.064408150234418
3871,-0.401674230514242
3883,-0.36171728711787
3907,0.525329929179322
3916,0.187703034651297
3923,0.393077072432781
3957,0.314905501846877
3973,-0.994122213344556
3982,0.501000718905306
4001,0.384744168494738
4011,0.71745400470675
4022,-0.138910741449298
4033,-0.772610555702179
4038,0.21472040562742
4043,0.256477758581717
4044,0.184673354455203
4046,1.23965712395601
4051,-0.0155834362316628
4054,-0.448426061539726
4061,0.116157884538399
4068,0.0467970491004611
4071,0.250525395401012
4072,0.172072520637736
4074,0.546545331268257
4076,-0.14239465414246
4085,0.377402041536386
4089,0.116793813558395
4094,-0.0515434316752806
4101,0.00730021688318253
4104,0.553992733085726
4114,-0.799196209419314
4115,-0.162357664043074
4118,1.10432181412032
4122,0.994027592826061
4129,0.0120700733807484
4139,0.294052506116857
4143,-0.0766595782003832
4160,0.428562801403018
4164,0.0947141738491954
4178,0.557517561640222
