CLL	CRC	LGG	MSC	NPC	PTC	TSC
0.795516547406082	0.677145891898799	0.635014064118256	0.566409511031604	0.525932600231506	0.625189085025781	0.7065744467634
0.704899932915921	0.650112605417838	0.621835573392336	0.577457886106142	0.54116956487425	0.613232334525939	0.6976029864838
0.713249105545617	0.630913780986455	0.734430903398927	0.631769901610018	0.612582868567821	0.53576337735452	0.649745536010071
0.69201978980322	0.658114777664196	0.609972283683269	0.587011776982707	0.588848587288225	0.639766718404714	0.649399763135228
0.739478980322004	0.668987988755431	0.693786190095095	0.621813506261181	0.592365568767758	0.659467733873514	0.694654599814484
0.728535889982111	0.703240799897777	0.58106434186988	0.529421958855098	0.601563322108808	0.571636917289277	0.735352274233088
0.75678387745975	0.661453009200102	0.577192295923171	0.574584451401312	0.606849481742608	0.652417328738293	0.681186021665673
0.73956563059034	0.653694416049067	0.599153504848884	0.643947525342874	0.592705921814164	0.636547340313585	0.716543886238654
0.724401833631485	0.618874584717608	0.576274303267112	0.56149373881932	0.561360557192466	0.609733439440177	0.71075477870536
0.689459414132379	0.651725817786864	0.581488030788061	0.588312462731067	0.628447924339682	0.703266402714932	0.60180526568608
0.741617285330948	0.667282935088168	0.649546005555032	0.64127534287418	0.58599586972535	0.552327225612964	0.600629223812363
0.758625894454383	0.677832705085612	0.639474566895773	0.558959451401312	0.600672156161212	0.632630813953488	0.742056541111774
0.67541927549195	0.588071811909021	0.596099413896996	0.629500223613596	0.598807613385247	0.486778846153846	0.676753089180415
0.699094364937388	0.643987190135446	0.619161037096319	0.641802698270722	0.694134418078502	0.514983755129959	0.68535600112635
0.784970371198569	0.597906817020189	0.611063871104416	0.584960122242099	0.712506905713985	0.604850113122172	0.594370113628835
0.735616055456172	0.605377906976744	0.598738642783165	0.571597346451998	0.668992686520046	0.59906904398611	0.697629902935135
0.739708184257603	0.58047294275492	0.633584114019396	0.614234868813357	0.585481229611702	0.575165408292118	0.650089238388657
0.728527504472272	0.608664228213647	0.655877801054515	0.559320960047704	0.601288737767021	0.542080461433232	0.657271789902604
0.767877906976744	0.576012650140557	0.692850543734112	0.610793082886106	0.766172524465958	0.607306574239714	0.707620047372954
0.740065966010733	0.544786608740097	0.665981604839469	0.617829457364341	0.603598863516784	0.55116969641166	0.717018029881402
0.697495527728086	0.640992365192947	0.661700581395349	0.563940444245677	0.60737727559718	0.607704474902662	0.657197252037368
0.730774821109123	0.653730353948377	0.678094988701629	0.555823270721526	0.604199002946438	0.557134917920657	0.664060947127808
0.721659771914132	0.660614458216202	0.560703735523962	0.565936195587358	0.637581553193728	0.57758898505735	0.588694883389651
0.75460364490161	0.595291336570406	0.683673559457678	0.557386702444842	0.676973718825634	0.645028214774282	0.683670617173524
0.714274932915921	0.558638672374137	0.571431303549572	0.585316040548599	0.563476665263601	0.641848297905924	0.678043008348241
0.763570550089446	0.554889151546128	0.592771690518784	0.581274224806202	0.630713656213827	0.605695240976534	0.654151552043994
0.762877347942755	0.65759168157424	0.630335832313341	0.558245751341682	0.621034147111438	0.609772900662949	0.677838029218843
0.763908765652952	0.721453328648096	0.604131849637511	0.566305158020274	0.633344404398611	0.580660383563085	0.6145491701451
0.768562723613596	0.56312292358804	0.630215198663026	0.648924791293977	0.622444885825529	0.560814676944123	0.687513458225667
0.720376788908766	0.612122252747253	0.680307586385463	0.598509242695289	0.665150149952647	0.478025031568978	0.659300876234016
0.743730433810376	0.654133657040634	0.718054149797571	0.617730694692904	0.676028293696727	0.615445451436389	0.67866622772146
0.745483005366726	0.588075805008945	0.626419652104322	0.625432319618366	0.639602296643165	0.530567649689572	0.64039724541178
0.739968135062612	0.741770221058012	0.587849249129084	0.653501416219439	0.652246330106282	0.56567169578028	0.676338989929106
0.78859011627907	0.590152216969077	0.614515170417098	0.61621198568873	0.600275899715879	0.569131129643271	0.700880582057908
0.731328264758497	0.582980609506772	0.628920593635251	0.567536896243292	0.595856242765442	0.666074200252552	0.642227564102564
0.716667598389982	0.741199207768975	0.560427160813483	0.595475551580203	0.661381603177944	0.627099665894981	0.724956312528987
0.77684481216458	0.609307117301303	0.666625965069202	0.604051132975552	0.66222508681469	0.588805837630222	0.690791053799775
0.756823009838998	0.623199111934577	0.651126012145749	0.607146317829457	0.611892297169315	0.649362372408713	0.604097305042072
0.723157983005367	0.59464844748275	0.677721318614066	0.587923002385212	0.58012272440282	0.564254380195728	0.705164438812695
0.685708296064401	0.669738691541017	0.628170311175972	0.559546437090042	0.658024110807114	0.534211235925497	0.667661540117935
0.739574016100179	0.600310663174035	0.611669981640147	0.596774373881932	0.687825555087867	0.575648808271072	0.769337399787981
0.703158542039356	0.621993195757731	0.592498058092458	0.651034212880143	0.679366055456172	0.492997277175629	0.657402231166766
0.754394007155635	0.617612765141835	0.726730945767818	0.555797182468694	0.638520401452173	0.639276741555298	0.664690377989797
0.675044722719141	0.557105322003578	0.682643760003766	0.604578488372093	0.611713077449227	0.665844009786383	0.675307882793348
0.785794946332737	0.573684672885254	0.635808480839846	0.569286672629696	0.600823424181837	0.598559336525308	0.628255855363413
0.685644007155635	0.521039643496039	0.550808833913944	0.595300387596899	0.599799076607387	0.664469443859834	0.732857326243954
0.741374105545617	0.705996038844876	0.605720683080689	0.622024075730471	0.689407292433968	0.653972758602547	0.653901021996952
0.71275156529517	0.662028015589062	0.683052737501177	0.587867098986285	0.655838945596128	0.648336380616647	0.669288950175578
0.743920505366726	0.614813602095579	0.679954512286979	0.618325134168157	0.625910896558981	0.652502828054299	0.685366353607633
0.732885174418605	0.641124137490417	0.573376153375388	0.601544797257006	0.605534107650216	0.647307100389351	0.651089288080567
0.731297517889088	0.567295713007922	0.613959078711986	0.608359421586166	0.609064242870672	0.562074147637588	0.703437644934738
0.701727415026834	0.62412551111679	0.550823545334714	0.51688282647585	0.649239056087551	0.494664513837735	0.727575490293514
0.737815854203936	0.552992429082545	0.612608570285284	0.591935002981515	0.65389876880985	0.600716550036831	0.744367214934075
0.745874329159213	0.641531433682597	0.492654587609453	0.609302325581395	0.617642126170683	0.605754432810691	0.645238065659577
0.764833966905188	0.56245208280092	0.611711173618303	0.622868217054264	0.628345982847522	0.649927983268441	0.685747324918836
0.764068090339893	0.630298843598262	0.660656070520667	0.674241577221228	0.628201291697359	0.510879787961696	0.7189953538064
0.719745080500894	0.6421823089701	0.64559157565201	0.564952295766249	0.689872606019152	0.620483334210249	0.675338940237196
0.743378242397138	0.664344013544595	0.648716281423595	0.543446258199165	0.659836038619383	0.66170386983058	0.69215965182535
0.730045281753131	0.615624201380015	0.617151457019113	0.609760733452594	0.644271874671156	0.55019631958329	0.653801638176638
0.667480992844365	0.625678826986967	0.595452111383109	0.585496794871795	0.575226244343891	0.602965839734821	0.693385385609223
0.698004248658318	0.737266004344493	0.586648797194238	0.63664095110316	0.641096890455646	0.672016402714932	0.694211513615583
0.83002292039356	0.656757123690263	0.674258250164768	0.569711538461539	0.594123237398716	0.571097613911396	0.661570140131187
0.796712880143113	0.548663908765653	0.595004884191696	0.524420468097794	0.67189308639377	0.635639732189835	0.728066197906314
0.727965675313059	0.636436238180424	0.582229486394878	0.586799344066786	0.660590734504893	0.669711209618015	0.6595017143709
0.731389758497317	0.635809321492461	0.656448604180397	0.645244484197973	0.634638403662002	0.590233018520467	0.651654533558603
0.757356887298748	0.663333759263992	0.564090304585256	0.59857446332737	0.693715142586552	0.696692820688204	0.703435574438481
0.746061605545617	0.705988052645029	0.689099131437718	0.594109645199762	0.647769125539303	0.583205632431864	0.688366502683363
0.760509838998211	0.632167614362382	0.656854639393654	0.589214370900417	0.639409923182153	0.62021697095654	0.629276610017889
0.760227526833631	0.540585867620751	0.653362148102815	0.618207737030411	0.599654385457224	0.616527346627381	0.74044155403167
0.811650268336315	0.609870144390493	0.696699051407589	0.566573494335122	0.696018691465853	0.583347035146796	0.664272137745975
0.701727415026834	0.636360369281881	0.598597413143772	0.630698419797257	0.711765363569399	0.701523532042513	0.714831585834493
0.736001788908766	0.615891739074879	0.648798665379908	0.543122018485391	0.671774702725455	0.594021295906556	0.668547712515736
0.726221489266547	0.606124616662407	0.603908236041804	0.616895870602266	0.620335354624855	0.652548866147532	0.613857624395415
0.698792486583184	0.62541927549195	0.671124717540721	0.61421996124031	0.63940005787646	0.592301444280753	0.684308330020539
0.720653510733453	0.651957417582418	0.610301819508521	0.598270721526535	0.613393467852257	0.676824095022624	0.68346977903664
0.694496310375671	0.679170393559928	0.694804220412391	0.53162641621944	0.622841142270862	0.647126236451647	0.676604013449944
0.764532088550984	0.630534436493739	0.638797841540345	0.54691785927251	0.591497421866779	0.582768270546143	0.626077693301531
0.777546399821109	0.59273175951955	0.538436529046229	0.585552698270722	0.637764061349048	0.532951765232032	0.584357193732194
0.780087209302326	0.706119824942499	0.607921511627907	0.593835718545021	0.600011180679785	0.601749118699358	0.649126457629364
0.727716905187835	0.627116342959366	0.658793604651163	0.562125447227191	0.632647256129643	0.621351481111228	0.583568334658451
0.763441972271914	0.631916049067212	0.673402045475944	0.620060002981515	0.633768612543407	0.584320411975166	0.633423814019744
0.704413573345259	0.571791943521595	0.674496575181245	0.563666517590936	0.575811585815006	0.640470443544144	0.674351313522825
0.758410666368515	0.572626501405571	0.692441566236701	0.540658542039356	0.576763587814374	0.617359320740819	0.723285422049957
0.791952705724508	0.603732749808331	0.58054649985877	0.585882528324389	0.615218549405451	0.603570911817321	0.646732963956801
0.758743291592129	0.65778335037056	0.640042427737501	0.541853011329755	0.618498763548353	0.693427404503841	0.610114167163586
0.750603756708408	0.603113819320215	0.635784942566613	0.607148181276088	0.685612438177418	0.649618870356729	0.659760526402968
0.747842128801431	0.641160075389727	0.610219435552208	0.665762895050686	0.646928930337788	0.61007872513943	0.651960967004572
0.73222551431127	0.587748370815231	0.620508603238866	0.559980620155039	0.657407529201305	0.627027320319899	0.72105549758166
0.746480881037567	0.684465244058267	0.624524821109123	0.623703041144902	0.607760378301589	0.597770112069873	0.672972363015968
0.711641882826476	0.616103373370815	0.591574180868092	0.583512224209899	0.633604190781858	0.65116443491529	0.685633447624727
0.727624664579607	0.62605417837976	0.721528987383486	0.594359347048301	0.680438085341471	0.544349481742608	0.660421014708805
0.762242844364937	0.663170042167135	0.64065442284154	0.589739862850328	0.591477691255393	0.65284153688309	0.682250256741536
0.739828376565295	0.656365799897777	0.617460396855287	0.596310375670841	0.665710828159529	0.667790763443123	0.755216615318359
0.757639199463327	0.694228373370815	0.697761215987195	0.572670691711389	0.612526965168894	0.668724679048721	0.685382917577685
0.717360800536673	0.753254376437516	0.61761633791545	0.622365086463924	0.675743844049248	0.529544946332737	0.654714727025773
0.684330277280859	0.520999712496806	0.649578370680727	0.601626788908766	0.586464471745765	0.628921459012943	0.664839453720268
0.668101520572451	0.62502395859954	0.729982169758027	0.575014907573047	0.638010693991371	0.647961499000316	0.675775814947327
0.75831563059034	0.828480385893177	0.599568366914603	0.556993515205724	0.596078212143534	0.582531503209513	0.67404902106937
0.720527728085868	0.639023766930744	0.638680150174183	0.570570587358378	0.673772427128275	0.616024216037041	0.629411192274564
