dPC1	mark	type	x	y
22	H3K4me1	CLL	-2	10
-22	H3K4me1	CLL	15	3
22	H3K4me1	CLL	1	13
22	H3K4me1	CLL	5	19
22	H3K4me1	CLL	14	26
-22	H3K4me1	CLL	26	11
22	H3K4me1	CLL	14	27
-22	H3K4me1	CLL	16	0
-22	H3K4me1	CLL	16	1
22	H3K4me1	CLL	8	20
-22	H3K4me1	CLL	27	13
-22	H3K4me1	CLL	14	4
22	H3K4me1	CLL	4	19
-22	H3K4me1	CLL	19	4
22	H3K4me1	CLL	9	21
22	H3K4me1	CLL	11	21
22	H3K4me1	CLL	6	20
-22	H3K4me1	CLL	11	-1
-22	H3K4me1	CLL	25	5
21	H3K4me1	CLL	12	25
-21	H3K4me1	CLL	27	8
21	H3K4me1	CLL	12	26
21	H3K4me1	CLL	11	26
21	H3K4me1	CLL	7	27
-21	H3K4me1	CLL	17	3
21	H3K4me1	CLL	14	27
21	H3K4me1	CLL	0	13
21	H3K4me1	CLL	10	24
21	H3K4me1	CLL	14	28
-21	H3K4me1	CLL	25	6
21	H3K4me1	CLL	11	23
21	H3K4me1	CLL	8	23
-21	H3K4me1	CLL	14	1
21	H3K4me1	CLL	6	16
21	H3K4me1	CLL	8	22
21	H3K4me1	CLL	10	25
21	H3K4me1	CLL	11	25
-21	H3K4me1	CLL	15	1
21	H3K4me1	CLL	1	14
-21	H3K4me1	CLL	28	16
21	H3K4me1	CLL	13	27
21	H3K4me1	CLL	11	24
-21	H3K4me1	CLL	15	2
21	H3K4me1	CLL	7	23
21	H3K4me1	CLL	0	12
21	H3K4me1	CLL	12	27
21	H3K4me1	CLL	13	22
21	H3K4me1	CLL	12	24
21	H3K4me1	CLL	9	24
21	H3K4me1	CLL	13	25
21	H3K4me1	CLL	10	23
-21	H3K4me1	CLL	24	7
21	H3K4me1	CLL	15	28
21	H3K4me1	CLL	9	25
21	H3K4me1	CLL	6	21
21	H3K4me1	CLL	13	26
21	H3K4me1	CLL	10	26
-21	H3K4me1	CLL	25	7
-21	H3K4me1	CLL	23	6
21	H3K4me1	CLL	10	22
-21	H3K4me1	CLL	18	0
-21	H3K4me1	CLL	17	4
-21	H3K4me1	CLL	14	3
21	H3K4me1	CLL	1	12
21	H3K4me1	CLL	11	27
21	H3K4me1	CLL	7	19
-21	H3K4me1	CLL	16	0
-21	H3K4me1	CLL	20	2
21	H3K4me1	CLL	9	21
-21	H3K4me1	CLL	14	2
21	H3K4me1	CLL	12	29
21	H3K4me1	CLL	9	22
-21	H3K4me1	CLL	13	1
-21	H3K4me1	CLL	16	4
-21	H3K4me1	CLL	22	8
-21	H3K4me1	CLL	17	5
21	H3K4me1	CLL	6	20
21	H3K4me1	CLL	9	26
21	H3K4me1	CLL	8	24
-21	H3K4me1	CLL	27	10
-21	H3K4me1	CLL	26	8
21	H3K4me1	CLL	7	21
-21	H3K4me1	CLL	27	13
-21	H3K4me1	CLL	21	6
21	H3K4me1	CLL	11	22
21	H3K4me1	CLL	15	27
-21	H3K4me1	CLL	18	1
21	H3K4me1	CLL	13	29
21	H3K4me1	CLL	7	20
21	H3K4me1	CLL	2	14
-21	H3K4me1	CLL	13	2
-21	H3K4me1	CLL	15	0
-21	H3K4me1	CLL	11	-4
21	H3K4me1	CLL	8	19
-21	H3K4me1	CLL	23	3
-21	H3K4me1	CLL	23	8
21	H3K4me1	CLL	7	24
-21	H3K4me1	CLL	24	5
-21	H3K4me1	CLL	25	9
21	H3K4me1	CLL	5	18
21	H3K4me1	CLL	14	26
21	H3K4me1	CLL	2	15
-21	H3K4me1	CLL	20	3
-21	H3K4me1	CLL	23	9
-21	H3K4me1	CLL	16	5
21	H3K4me1	CLL	10	20
-21	H3K4me1	CLL	29	13
21	H3K4me1	CLL	2	13
-21	H3K4me1	CLL	16	1
-21	H3K4me1	CLL	21	1
21	H3K4me1	CLL	14	25
21	H3K4me1	CLL	9	23
-21	H3K4me1	CLL	21	0
21	H3K4me1	CLL	5	16
21	H3K4me1	CLL	10	27
21	H3K4me1	CLL	0	11
21	H3K4me1	CLL	12	28
-21	H3K4me1	CLL	21	8
-21	H3K4me1	CLL	25	11
-21	H3K4me1	CLL	19	5
21	H3K4me1	CLL	3	17
21	H3K4me1	CLL	7	18
-21	H3K4me1	CLL	19	4
-21	H3K4me1	CLL	26	9
-21	H3K4me1	CLL	16	2
21	H3K4me1	CLL	14	24
-21	H3K4me1	CLL	12	-3
21	H3K4me1	CLL	-1	11
-21	H3K4me1	CLL	27	14
-21	H3K4me1	CLL	26	10
21	H3K4me1	CLL	11	21
21	H3K4me1	CLL	6	19
21	H3K4me1	CLL	6	23
-21	H3K4me1	CLL	24	4
-21	H3K4me1	CLL	26	11
21	H3K4me1	CLL	11	29
-21	H3K4me1	CLL	22	11
-21	H3K4me1	CLL	22	2
-21	H3K4me1	CLL	20	10
21	H3K4me1	CLL	13	28
21	H3K4me1	CLL	9	19
-21	H3K4me1	CLL	26	13
21	H3K4me1	CLL	1	15
21	H3K4me1	CLL	10	21
21	H3K4me1	CLL	15	26
-21	H3K4me1	CLL	20	1
21	H3K4me1	CLL	8	25
21	H3K4me1	CLL	14	29
-21	H3K4me1	CLL	17	6
-21	H3K4me1	CLL	21	7
-21	H3K4me1	CLL	15	6
21	H3K4me1	CLL	8	21
-21	H3K4me1	CLL	22	9
21	H3K4me1	CLL	1	13
-21	H3K4me1	CLL	25	8
-21	H3K4me1	CLL	13	0
21	H3K4me1	CLL	12	22
21	H3K4me1	CLL	13	24
21	H3K4me1	CLL	16	26
21	H3K4me1	CLL	3	15
-21	H3K4me1	CLL	20	9
21	H3K4me1	CLL	6	17
-21	H3K4me1	CLL	15	4
-21	H3K4me1	CLL	23	5
21	H3K4me1	CLL	8	26
-21	H3K4me1	CLL	29	18
-21	H3K4me1	CLL	30	16
-21	H3K4me1	CLL	14	-3
21	H3K4me1	CLL	-2	4
-21	H3K4me1	CLL	23	4
-21	H3K4me1	CLL	28	10
21	H3K4me1	CLL	4	14
-21	H3K4me1	CLL	22	6
21	H3K4me1	CLL	12	23
-21	H3K4me1	CLL	15	-2
-21	H3K4me1	CLL	24	8
21	H3K4me1	CLL	9	20
21	H3K4me1	CLL	7	22
-21	H3K4me1	CLL	22	5
-21	H3K4me1	CLL	21	4
21	H3K4me1	CLL	14	21
-21	H3K4me1	CLL	24	9
-21	H3K4me1	CLL	26	15
21	H3K4me1	CLL	3	16
21	H3K4me1	CLL	-2	7
-21	H3K4me1	CLL	12	0
20	H3K4me1	CLL	7	20
20	H3K4me1	CLL	11	24
20	H3K4me1	CLL	12	25
20	H3K4me1	CLL	7	22
20	H3K4me1	CLL	12	26
20	H3K4me1	CLL	10	24
20	H3K4me1	CLL	11	25
20	H3K4me1	CLL	11	26
-20	H3K4me1	CLL	18	-1
-20	H3K4me1	CLL	23	6
-20	H3K4me1	CLL	11	-4
-20	H3K4me1	CLL	21	5
20	H3K4me1	CLL	7	21
20	H3K4me1	CLL	15	27
20	H3K4me1	CLL	13	26
20	H3K4me1	CLL	12	27
20	H3K4me1	CLL	3	17
-20	H3K4me1	CLL	24	16
20	H3K4me1	CLL	14	28
20	H3K4me1	CLL	6	17
-20	H3K4me1	CLL	17	7
20	H3K4me1	CLL	12	24
20	H3K4me1	CLL	11	22
20	H3K4me1	CLL	2	14
20	H3K4me1	CLL	1	12
-20	H3K4me1	CLL	15	4
-20	H3K4me1	CLL	11	1
20	H3K4me1	CLL	9	21
-20	H3K4me1	CLL	19	1
20	H3K4me1	CLL	11	23
20	H3K4me1	CLL	9	23
20	H3K4me1	CLL	3	14
20	H3K4me1	CLL	19	31
20	H3K4me1	CLL	10	25
20	H3K4me1	CLL	8	22
20	H3K4me1	CLL	13	24
20	H3K4me1	CLL	8	23
-20	H3K4me1	CLL	14	0
20	H3K4me1	CLL	8	21
-20	H3K4me1	CLL	17	4
20	H3K4me1	CLL	15	23
-20	H3K4me1	CLL	20	3
-20	H3K4me1	CLL	21	7
20	H3K4me1	CLL	4	16
-20	H3K4me1	CLL	21	3
-20	H3K4me1	CLL	29	17
20	H3K4me1	CLL	1	13
20	H3K4me1	CLL	14	27
-20	H3K4me1	CLL	25	12
-20	H3K4me1	CLL	28	20
-20	H3K4me1	CLL	15	2
20	H3K4me1	CLL	12	20
20	H3K4me1	CLL	7	19
20	H3K4me1	CLL	7	23
20	H3K4me1	CLL	10	19
-20	H3K4me1	CLL	24	11
20	H3K4me1	CLL	6	22
20	H3K4me1	CLL	-2	9
20	H3K4me1	CLL	13	23
-20	H3K4me1	CLL	23	9
20	H3K4me1	CLL	14	26
-20	H3K4me1	CLL	22	3
-20	H3K4me1	CLL	19	2
-20	H3K4me1	CLL	18	6
20	H3K4me1	CLL	13	27
20	H3K4me1	CLL	9	22
-20	H3K4me1	CLL	22	16
20	H3K4me1	CLL	5	18
20	H3K4me1	CLL	2	15
-20	H3K4me1	CLL	11	-3
-20	H3K4me1	CLL	14	-1
20	H3K4me1	CLL	8	25
-20	H3K4me1	CLL	22	7
-20	H3K4me1	CLL	14	2
20	H3K4me1	CLL	11	20
-20	H3K4me1	CLL	14	4
20	H3K4me1	CLL	17	28
20	H3K4me1	CLL	1	10
20	H3K4me1	CLL	10	22
20	H3K4me1	CLL	10	26
20	H3K4me1	CLL	6	18
-20	H3K4me1	CLL	12	0
-20	H3K4me1	CLL	20	9
20	H3K4me1	CLL	17	29
-20	H3K4me1	CLL	28	14
20	H3K4me1	CLL	0	13
-20	H3K4me1	CLL	22	5
20	H3K4me1	CLL	8	17
-20	H3K4me1	CLL	21	8
20	H3K4me1	CLL	8	24
-20	H3K4me1	CLL	26	13
20	H3K4me1	CLL	12	28
20	H3K4me1	CLL	13	25
20	H3K4me1	CLL	12	23
20	H3K4me1	CLL	8	18
-20	H3K4me1	CLL	25	6
-20	H3K4me1	CLL	15	0
-20	H3K4me1	CLL	24	10
-20	H3K4me1	CLL	7	-4
-20	H3K4me1	CLL	13	1
-20	H3K4me1	CLL	24	12
-20	H3K4me1	CLL	16	2
20	H3K4me1	CLL	1	14
20	H3K4me1	CLL	15	28
-20	H3K4me1	CLL	12	1
-20	H3K4me1	CLL	20	6
20	H3K4me1	CLL	4	19
20	H3K4me1	CLL	11	28
20	H3K4me1	CLL	12	22
20	H3K4me1	CLL	14	25
-20	H3K4me1	CLL	18	1
-20	H3K4me1	CLL	23	11
-20	H3K4me1	CLL	19	4
-20	H3K4me1	CLL	14	6
20	H3K4me1	CLL	1	11
-20	H3K4me1	CLL	24	13
-20	H3K4me1	CLL	27	13
20	H3K4me1	CLL	15	26
-20	H3K4me1	CLL	30	17
20	H3K4me1	CLL	9	18
-20	H3K4me1	CLL	20	10
-20	H3K4me1	CLL	13	2
-20	H3K4me1	CLL	27	14
20	H3K4me1	CLL	5	19
20	H3K4me1	CLL	8	19
-20	H3K4me1	CLL	15	5
-20	H3K4me1	CLL	21	6
-20	H3K4me1	CLL	22	6
-20	H3K4me1	CLL	14	1
20	H3K4me1	CLL	10	23
-20	H3K4me1	CLL	13	3
20	H3K4me1	CLL	3	16
20	H3K4me1	CLL	8	20
20	H3K4me1	CLL	5	21
20	H3K4me1	CLL	2	10
20	H3K4me1	CLL	11	27
20	H3K4me1	CLL	10	21
20	H3K4me1	CLL	10	27
-20	H3K4me1	CLL	16	3
20	H3K4me1	CLL	9	20
-20	H3K4me1	CLL	23	8
-20	H3K4me1	CLL	10	-3
-20	H3K4me1	CLL	27	17
20	H3K4me1	CLL	15	29
20	H3K4me1	CLL	6	19
-20	H3K4me1	CLL	12	-1
20	H3K4me1	CLL	13	22
-20	H3K4me1	CLL	32	15
-20	H3K4me1	CLL	25	8
20	H3K4me1	CLL	15	25
-20	H3K4me1	CLL	24	6
-20	H3K4me1	CLL	25	16
20	H3K4me1	CLL	16	26
20	H3K4me1	CLL	17	26
-20	H3K4me1	CLL	23	5
-20	H3K4me1	CLL	28	13
20	H3K4me1	CLL	0	10
-20	H3K4me1	CLL	25	14
20	H3K4me1	CLL	9	24
20	H3K4me1	CLL	16	30
-20	H3K4me1	CLL	20	7
20	H3K4me1	CLL	16	29
-20	H3K4me1	CLL	25	10
20	H3K4me1	CLL	9	26
-20	H3K4me1	CLL	19	8
-20	H3K4me1	CLL	28	17
-20	H3K4me1	CLL	19	3
-20	H3K4me1	CLL	21	10
-20	H3K4me1	CLL	27	19
20	H3K4me1	CLL	-2	12
-20	H3K4me1	CLL	25	7
-20	H3K4me1	CLL	26	15
-20	H3K4me1	CLL	25	11
-20	H3K4me1	CLL	13	-3
-20	H3K4me1	CLL	24	8
20	H3K4me1	CLL	7	18
-20	H3K4me1	CLL	18	2
-20	H3K4me1	CLL	18	5
-20	H3K4me1	CLL	25	13
20	H3K4me1	CLL	6	16
20	H3K4me1	CLL	2	13
-20	H3K4me1	CLL	16	4
-20	H3K4me1	CLL	24	9
-20	H3K4me1	CLL	26	12
20	H3K4me1	CLL	8	27
-20	H3K4me1	CLL	26	7
-20	H3K4me1	CLL	27	15
20	H3K4me1	CLL	15	21
-20	H3K4me1	CLL	14	3
-20	H3K4me1	CLL	23	7
-20	H3K4me1	CLL	22	8
20	H3K4me1	CLL	5	15
-20	H3K4me1	CLL	16	6
-20	H3K4me1	CLL	22	9
20	H3K4me1	CLL	0	9
20	H3K4me1	CLL	7	17
-20	H3K4me1	CLL	29	15
-20	H3K4me1	CLL	27	11
-20	H3K4me1	CLL	13	4
20	H3K4me1	CLL	4	15
-20	H3K4me1	CLL	17	-1
20	H3K4me1	CLL	5	14
-20	H3K4me1	CLL	19	5
-20	H3K4me1	CLL	15	7
20	H3K4me1	CLL	14	23
20	H3K4me1	CLL	11	21
20	H3K4me1	CLL	13	28
-20	H3K4me1	CLL	24	15
-20	H3K4me1	CLL	25	9
-20	H3K4me1	CLL	15	-3
20	H3K4me1	CLL	6	25
-20	H3K4me1	CLL	26	16
-20	H3K4me1	CLL	25	18
19	H3K4me1	CLL	12	20
19	H3K4me1	CLL	9	23
19	H3K4me1	CLL	12	24
19	H3K4me1	CLL	14	26
19	H3K4me1	CLL	12	26
19	H3K4me1	CLL	13	26
19	H3K4me1	CLL	11	24
19	H3K4me1	CLL	7	21
-19	H3K4me1	CLL	27	15
19	H3K4me1	CLL	9	19
-19	H3K4me1	CLL	13	2
-19	H3K4me1	CLL	21	11
19	H3K4me1	CLL	12	22
-19	H3K4me1	CLL	28	16
19	H3K4me1	CLL	13	25
19	H3K4me1	CLL	13	23
-19	H3K4me1	CLL	22	8
19	H3K4me1	CLL	10	25
-19	H3K4me1	CLL	12	3
19	H3K4me1	CLL	7	19
19	H3K4me1	CLL	9	22
19	H3K4me1	CLL	15	28
-19	H3K4me1	CLL	23	9
19	H3K4me1	CLL	10	22
-19	H3K4me1	CLL	23	8
19	H3K4me1	CLL	1	13
19	H3K4me1	CLL	1	11
-19	H3K4me1	CLL	19	5
-19	H3K4me1	CLL	13	0
19	H3K4me1	CLL	9	21
19	H3K4me1	CLL	6	15
-19	H3K4me1	CLL	26	15
19	H3K4me1	CLL	14	27
19	H3K4me1	CLL	11	27
-19	H3K4me1	CLL	26	18
19	H3K4me1	CLL	10	23
19	H3K4me1	CLL	16	25
19	H3K4me1	CLL	15	24
19	H3K4me1	CLL	12	25
19	H3K4me1	CLL	10	24
-19	H3K4me1	CLL	21	5
19	H3K4me1	CLL	11	22
-19	H3K4me1	CLL	16	6
19	H3K4me1	CLL	11	23
-19	H3K4me1	CLL	19	9
-19	H3K4me1	CLL	13	-1
-19	H3K4me1	CLL	24	9
-19	H3K4me1	CLL	12	2
-19	H3K4me1	CLL	19	6
19	H3K4me1	CLL	1	10
-19	H3K4me1	CLL	16	2
19	H3K4me1	CLL	9	20
-19	H3K4me1	CLL	17	4
-19	H3K4me1	CLL	15	4
-19	H3K4me1	CLL	13	3
-19	H3K4me1	CLL	24	7
-19	H3K4me1	CLL	14	4
19	H3K4me1	CLL	10	21
19	H3K4me1	CLL	-2	9
19	H3K4me1	CLL	11	25
-19	H3K4me1	CLL	14	2
-19	H3K4me1	CLL	30	16
19	H3K4me1	CLL	10	19
-19	H3K4me1	CLL	24	13
-19	H3K4me1	CLL	16	5
19	H3K4me1	CLL	0	12
19	H3K4me1	CLL	9	17
19	H3K4me1	CLL	4	14
-19	H3K4me1	CLL	20	7
19	H3K4me1	CLL	12	19
-19	H3K4me1	CLL	17	1
19	H3K4me1	CLL	1	12
-19	H3K4me1	CLL	22	11
19	H3K4me1	CLL	13	20
-19	H3K4me1	CLL	14	3
-19	H3K4me1	CLL	25	13
19	H3K4me1	CLL	8	21
19	H3K4me1	CLL	11	20
-19	H3K4me1	CLL	25	9
19	H3K4me1	CLL	8	23
-19	H3K4me1	CLL	16	4
-19	H3K4me1	CLL	18	1
-19	H3K4me1	CLL	24	11
-19	H3K4me1	CLL	23	10
-19	H3K4me1	CLL	14	5
-19	H3K4me1	CLL	27	13
-19	H3K4me1	CLL	23	13
19	H3K4me1	CLL	2	12
19	H3K4me1	CLL	30	40
19	H3K4me1	CLL	8	17
-19	H3K4me1	CLL	29	17
19	H3K4me1	CLL	14	25
-19	H3K4me1	CLL	22	12
-19	H3K4me1	CLL	24	8
19	H3K4me1	CLL	8	18
19	H3K4me1	CLL	10	26
19	H3K4me1	CLL	3	14
-19	H3K4me1	CLL	19	7
-19	H3K4me1	CLL	16	1
-19	H3K4me1	CLL	18	6
19	H3K4me1	CLL	7	23
19	H3K4me1	CLL	13	27
-19	H3K4me1	CLL	21	7
19	H3K4me1	CLL	12	23
19	H3K4me1	CLL	11	26
-19	H3K4me1	CLL	23	6
19	H3K4me1	CLL	2	13
19	H3K4me1	CLL	11	21
19	H3K4me1	CLL	13	24
-19	H3K4me1	CLL	24	10
-19	H3K4me1	CLL	25	8
-19	H3K4me1	CLL	20	4
19	H3K4me1	CLL	8	19
-19	H3K4me1	CLL	23	5
-19	H3K4me1	CLL	22	10
19	H3K4me1	CLL	15	25
19	H3K4me1	CLL	15	26
-19	H3K4me1	CLL	25	11
19	H3K4me1	CLL	14	24
-19	H3K4me1	CLL	27	9
-19	H3K4me1	CLL	25	7
-19	H3K4me1	CLL	17	6
-19	H3K4me1	CLL	18	4
19	H3K4me1	CLL	11	28
-19	H3K4me1	CLL	17	-1
-19	H3K4me1	CLL	22	6
19	H3K4me1	CLL	7	17
19	H3K4me1	CLL	14	28
-19	H3K4me1	CLL	25	14
19	H3K4me1	CLL	6	17
19	H3K4me1	CLL	13	21
19	H3K4me1	CLL	7	18
19	H3K4me1	CLL	8	22
19	H3K4me1	CLL	7	22
-19	H3K4me1	CLL	25	10
-19	H3K4me1	CLL	24	12
-19	H3K4me1	CLL	14	-3
-19	H3K4me1	CLL	27	14
-19	H3K4me1	CLL	15	8
19	H3K4me1	CLL	7	20
-19	H3K4me1	CLL	12	-1
-19	H3K4me1	CLL	22	9
19	H3K4me1	CLL	6	18
-19	H3K4me1	CLL	26	12
19	H3K4me1	CLL	15	27
-19	H3K4me1	CLL	15	1
-19	H3K4me1	CLL	13	4
-19	H3K4me1	CLL	28	14
-19	H3K4me1	CLL	20	8
-19	H3K4me1	CLL	18	7
19	H3K4me1	CLL	4	15
19	H3K4me1	CLL	9	24
-19	H3K4me1	CLL	12	1
19	H3K4me1	CLL	5	17
-19	H3K4me1	CLL	13	5
19	H3K4me1	CLL	16	27
-19	H3K4me1	CLL	23	11
-19	H3K4me1	CLL	17	0
-19	H3K4me1	CLL	29	18
-19	H3K4me1	CLL	10	-3
19	H3K4me1	CLL	7	15
19	H3K4me1	CLL	16	28
-19	H3K4me1	CLL	22	5
19	H3K4me1	CLL	4	11
-19	H3K4me1	CLL	15	5
-19	H3K4me1	CLL	8	-1
19	H3K4me1	CLL	17	28
19	H3K4me1	CLL	5	15
-19	H3K4me1	CLL	23	7
-19	H3K4me1	CLL	28	19
-19	H3K4me1	CLL	21	9
-19	H3K4me1	CLL	27	16
19	H3K4me1	CLL	12	28
19	H3K4me1	CLL	0	11
19	H3K4me1	CLL	10	27
19	H3K4me1	CLL	13	30
-19	H3K4me1	CLL	29	21
19	H3K4me1	CLL	1	9
-19	H3K4me1	CLL	26	14
-19	H3K4me1	CLL	17	2
19	H3K4me1	CLL	4	18
-19	H3K4me1	CLL	30	23
-19	H3K4me1	CLL	16	0
-19	H3K4me1	CLL	24	14
-19	H3K4me1	CLL	20	5
-19	H3K4me1	CLL	14	1
-19	H3K4me1	CLL	22	7
-19	H3K4me1	CLL	15	3
19	H3K4me1	CLL	7	16
-19	H3K4me1	CLL	25	12
19	H3K4me1	CLL	6	22
19	H3K4me1	CLL	2	14
-19	H3K4me1	CLL	15	7
-19	H3K4me1	CLL	15	6
19	H3K4me1	CLL	-1	10
-19	H3K4me1	CLL	20	6
-19	H3K4me1	CLL	23	14
19	H3K4me1	CLL	16	26
-19	H3K4me1	CLL	27	12
-19	H3K4me1	CLL	28	20
-19	H3K4me1	CLL	14	6
-19	H3K4me1	CLL	19	2
19	H3K4me1	CLL	12	21
-19	H3K4me1	CLL	26	11
-19	H3K4me1	CLL	13	-2
-19	H3K4me1	CLL	20	2
19	H3K4me1	CLL	10	20
19	H3K4me1	CLL	13	22
-19	H3K4me1	CLL	17	3
-19	H3K4me1	CLL	25	17
-19	H3K4me1	CLL	21	8
19	H3K4me1	CLL	17	27
19	H3K4me1	CLL	12	27
19	H3K4me1	CLL	14	23
-19	H3K4me1	CLL	18	5
19	H3K4me1	CLL	8	20
-19	H3K4me1	CLL	29	15
19	H3K4me1	CLL	-2	10
-19	H3K4me1	CLL	20	10
19	H3K4me1	CLL	5	14
19	H3K4me1	CLL	11	18
-19	H3K4me1	CLL	28	18
-19	H3K4me1	CLL	22	2
-19	H3K4me1	CLL	26	6
-19	H3K4me1	CLL	17	5
-19	H3K4me1	CLL	28	15
19	H3K4me1	CLL	17	26
-19	H3K4me1	CLL	15	2
-19	H3K4me1	CLL	9	-4
-19	H3K4me1	CLL	9	0
19	H3K4me1	CLL	11	19
-18	H3K4me1	CLL	20	6
18	H3K4me1	CLL	12	25
18	H3K4me1	CLL	8	19
-18	H3K4me1	CLL	23	7
18	H3K4me1	CLL	2	14
18	H3K4me1	CLL	14	27
18	H3K4me1	CLL	15	28
-18	H3K4me1	CLL	25	13
18	H3K4me1	CLL	8	20
-18	H3K4me1	CLL	25	9
18	H3K4me1	CLL	11	24
18	H3K4me1	CLL	14	26
-18	H3K4me1	CLL	26	15
-18	H3K4me1	CLL	23	11
18	H3K4me1	CLL	13	23
-18	H3K4me1	CLL	19	10
-18	H3K4me1	CLL	18	6
18	H3K4me1	CLL	9	22
18	H3K4me1	CLL	15	24
18	H3K4me1	CLL	11	22
-18	H3K4me1	CLL	29	17
18	H3K4me1	CLL	9	23
18	H3K4me1	CLL	9	19
18	H3K4me1	CLL	13	25
18	H3K4me1	CLL	11	26
-18	H3K4me1	CLL	25	14
18	H3K4me1	CLL	14	25
18	H3K4me1	CLL	2	12
-18	H3K4me1	CLL	16	8
18	H3K4me1	CLL	13	24
18	H3K4me1	CLL	1	12
18	H3K4me1	CLL	8	21
18	H3K4me1	CLL	4	15
-18	H3K4me1	CLL	24	12
18	H3K4me1	CLL	10	22
18	H3K4me1	CLL	14	23
-18	H3K4me1	CLL	14	6
-18	H3K4me1	CLL	12	1
18	H3K4me1	CLL	11	23
-18	H3K4me1	CLL	14	-1
18	H3K4me1	CLL	10	21
18	H3K4me1	CLL	6	17
-18	H3K4me1	CLL	27	16
18	H3K4me1	CLL	16	30
-18	H3K4me1	CLL	26	12
18	H3K4me1	CLL	9	20
-18	H3K4me1	CLL	25	16
18	H3K4me1	CLL	10	20
18	H3K4me1	CLL	11	21
-18	H3K4me1	CLL	24	13
18	H3K4me1	CLL	13	27
18	H3K4me1	CLL	13	26
-18	H3K4me1	CLL	23	10
18	H3K4me1	CLL	11	19
18	H3K4me1	CLL	11	25
18	H3K4me1	CLL	10	23
18	H3K4me1	CLL	9	24
18	H3K4me1	CLL	12	27
18	H3K4me1	CLL	3	14
-18	H3K4me1	CLL	20	9
18	H3K4me1	CLL	1	13
18	H3K4me1	CLL	16	29
-18	H3K4me1	CLL	15	4
18	H3K4me1	CLL	1	10
18	H3K4me1	CLL	12	22
-18	H3K4me1	CLL	20	8
-18	H3K4me1	CLL	27	15
18	H3K4me1	CLL	8	17
-18	H3K4me1	CLL	23	17
-18	H3K4me1	CLL	13	1
-18	H3K4me1	CLL	27	17
18	H3K4me1	CLL	7	18
18	H3K4me1	CLL	16	28
-18	H3K4me1	CLL	19	8
18	H3K4me1	CLL	16	25
-18	H3K4me1	CLL	17	3
-18	H3K4me1	CLL	25	10
-18	H3K4me1	CLL	16	5
-18	H3K4me1	CLL	28	16
-18	H3K4me1	CLL	28	17
18	H3K4me1	CLL	15	25
18	H3K4me1	CLL	15	27
18	H3K4me1	CLL	16	27
-18	H3K4me1	CLL	14	1
-18	H3K4me1	CLL	23	13
18	H3K4me1	CLL	14	28
18	H3K4me1	CLL	6	18
18	H3K4me1	CLL	7	17
18	H3K4me1	CLL	17	28
-18	H3K4me1	CLL	26	10
18	H3K4me1	CLL	15	26
18	H3K4me1	CLL	12	23
-18	H3K4me1	CLL	21	6
-18	H3K4me1	CLL	10	-3
-18	H3K4me1	CLL	23	8
-18	H3K4me1	CLL	23	12
18	H3K4me1	CLL	12	24
18	H3K4me1	CLL	10	17
18	H3K4me1	CLL	7	19
18	H3K4me1	CLL	8	14
-18	H3K4me1	CLL	12	2
18	H3K4me1	CLL	12	21
18	H3K4me1	CLL	9	21
18	H3K4me1	CLL	7	20
-18	H3K4me1	CLL	19	5
-18	H3K4me1	CLL	21	8
18	H3K4me1	CLL	10	19
-18	H3K4me1	CLL	17	2
18	H3K4me1	CLL	5	15
18	H3K4me1	CLL	-1	9
-18	H3K4me1	CLL	8	-3
-18	H3K4me1	CLL	22	8
-18	H3K4me1	CLL	15	3
18	H3K4me1	CLL	19	31
-18	H3K4me1	CLL	23	14
-18	H3K4me1	CLL	16	2
-18	H3K4me1	CLL	16	1
18	H3K4me1	CLL	4	13
-18	H3K4me1	CLL	23	18
18	H3K4me1	CLL	10	24
-18	H3K4me1	CLL	17	5
-18	H3K4me1	CLL	23	6
-18	H3K4me1	CLL	27	20
18	H3K4me1	CLL	1	15
-18	H3K4me1	CLL	22	9
18	H3K4me1	CLL	14	24
-18	H3K4me1	CLL	13	3
-18	H3K4me1	CLL	21	9
18	H3K4me1	CLL	11	20
18	H3K4me1	CLL	5	17
-18	H3K4me1	CLL	14	-3
-18	H3K4me1	CLL	27	18
-18	H3K4me1	CLL	14	3
-18	H3K4me1	CLL	27	19
-18	H3K4me1	CLL	22	10
18	H3K4me1	CLL	12	28
18	H3K4me1	CLL	18	29
-18	H3K4me1	CLL	19	6
-18	H3K4me1	CLL	27	13
18	H3K4me1	CLL	-2	8
-18	H3K4me1	CLL	21	7
-18	H3K4me1	CLL	18	2
-18	H3K4me1	CLL	16	-1
-18	H3K4me1	CLL	15	-1
-18	H3K4me1	CLL	16	6
18	H3K4me1	CLL	9	18
-18	H3K4me1	CLL	28	9
18	H3K4me1	CLL	2	13
18	H3K4me1	CLL	10	15
-18	H3K4me1	CLL	24	10
18	H3K4me1	CLL	-2	5
-18	H3K4me1	CLL	22	11
-18	H3K4me1	CLL	19	4
-18	H3K4me1	CLL	29	16
18	H3K4me1	CLL	1	11
18	H3K4me1	CLL	12	26
-18	H3K4me1	CLL	14	4
18	H3K4me1	CLL	6	20
-18	H3K4me1	CLL	13	-3
-18	H3K4me1	CLL	25	8
18	H3K4me1	CLL	8	18
-18	H3K4me1	CLL	29	13
-18	H3K4me1	CLL	23	9
-18	H3K4me1	CLL	17	6
18	H3K4me1	CLL	17	27
-18	H3K4me1	CLL	25	11
